codigo_emenda,nome_autor,tipo_autor,partido_autor,codigo_funcao,descricao_funcao,codigo_subfuncao,descricao_subfuncao,codigo_programa,descricao_programa,codigo_acao,descricao_acao,codigo_natureza_despesa,descricao_natureza_despesa,codigo_modalidade,descricao_modalidade,valor_empenhado
43700006-2024,fabio teruel,deputado federal,mdb,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,99,reserva de contingencia,0.0
43700004-2024,fabio teruel,deputado federal,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,99,reserva de contingencia,0.0
31340005-2024,fausto pinato,deputado federal,pp,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,9685055.0
31340008-2024,fausto pinato,deputado federal,pp,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,8918924.0
31340006-2024,fausto pinato,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,4300000.0
31340001-2024,fausto pinato,deputado federal,pp,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,20jp,"desenvolvimento de atividades e apoio a programas e projetos de esporte amador, educacao, lazer e inclusao social",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,3800000.0
31340006-2024,fausto pinato,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1700000.0
31340009-2024,fausto pinato,deputado federal,pp,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,2450737.0
31340007-2024,fausto pinato,deputado federal,pp,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,41,transferencias a municipios - fundo a fundo,1793850.0
31340009-2024,fausto pinato,deputado federal,pp,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,1700000.0
31340003-2024,fausto pinato,deputado federal,pp,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,1000000.0
31340002-2024,fausto pinato,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,0.0
31340002-2024,fausto pinato,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,41,transferencias a municipios - fundo a fundo,397444.0
31340004-2024,fausto pinato,deputado federal,pp,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,20jq,"apoio a realizacao de eventos de esporte amador, educacional, de lazer e inclusao social",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,300000.0
43710002-2024,fausto santos jr.,deputado federal,uniao,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,19000000.0
43710001-2024,fausto santos jr.,deputado federal,uniao,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,13210110.0
43710001-2024,fausto santos jr.,deputado federal,uniao,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,5661475.0
43720022-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,5000000.0
43720015-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,3000000.0
43720003-2024,felipe becari,deputado federal,uniao,15,urbanismo,451,estrutura urbana,2319,mobilidade urbana,00t1,apoio a politica nacional de desenvolvimento urbano voltado a implantacao e qualificacao viaria-infra,4,investimentos,40,transferencias a municipios,960019.0
43720020-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,2935793.0
43720004-2024,felipe becari,deputado federal,uniao,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,2800000.0
43720009-2024,felipe becari,deputado federal,uniao,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,40,transferencias a municipios,0.0
43720022-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,40,transferencias a municipios,0.0
43720009-2024,felipe becari,deputado federal,uniao,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,2000000.0
43720013-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,41,transferencias a municipios - fundo a fundo,161362.0
43720019-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1500000.0
43720012-2024,felipe becari,deputado federal,uniao,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1000000.0
43720008-2024,felipe becari,deputado federal,uniao,14,direitos da cidadania,422,"direitos individuais, coletivos e difusos",5663,autonomia economica das mulheres,21gg,igualdade de direitos e autonomia economica das mulheres,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,1000000.0
43720011-2024,felipe becari,deputado federal,uniao,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,219128.0
43720001-2024,felipe becari,deputado federal,uniao,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,700000.0
43720007-2024,felipe becari,deputado federal,uniao,18,gestao ambiental,541,preservacao e conservacao ambiental,6114,protecao e recuperacao da biodiversidade e combate ao desmatamento e incendios,2e87,"implementacao da agenda nacional de protecao, defesa, bem-estar e direitos animais",3,outras despesas correntes,40,transferencias a municipios,380000.0
43720021-2024,felipe becari,deputado federal,uniao,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,500000.0
43720010-2024,felipe becari,deputado federal,uniao,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,500000.0
43720006-2024,felipe becari,deputado federal,uniao,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,2723,"policiamento, fiscalizacao, enfrentamento a criminalidade e corrupcao",4,investimentos,90,aplicacoes diretas,348600.0
43720002-2024,felipe becari,deputado federal,uniao,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,300000.0
43720018-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,300000.0
43720023-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,300000.0
43720016-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,300000.0
43720017-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,300000.0
43720024-2024,felipe becari,deputado federal,uniao,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,300000.0
43720005-2024,felipe becari,deputado federal,uniao,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,21bm,"desenvolvimento de politicas de seguranca publica, prevencao e enfrentamento a criminalidade",4,investimentos,90,aplicacoes diretas,298459.36
